1	tigrinya	እህ ካብ ክሳድ ዝብገስ ካብ ሓቂ ዝረሓቐ ክምስታ ረኣኹላ ።
2	geez	ይሁዳ ሰብሑከ አኀዊከ እደዊከ ላዕለ ዘባኖሙ ለጸላእትከ ይሰግዱ ለከ ደቂቀ አቡከ ።
3	amharic	አስደሳች ዜና መልቀቂያ ያስገቡት የ አዳማ ከተማ ተጫዋቾች በአዳማ እንደሚቆዩ የቡድን መሪው አቶ ግርማ ታደሰ አስታውቀዋል ።
4	amharic	ምክንያቱም ከማን ወገን ነዉ በሚል ከ በኩል ጥያቄዎችን ያስነሳል ።
5	geez	ወሠርዐ ውስቴታ ኅብስተ ዘቍርባን ቅድመ እግዚአብሔር በከመ አዘዞ እግዚአብሔር ለሙሴ ።
6	blin	ብራ ክሶሰና ክሰራ ግናቲትክ ማለል ሰገራ እንታ ፍንጢርዲ ወስዲት ሸፈላ እንታ ቍርሲራኻ ቅጨራ እንታ ምድኻ አብዳን ኣንቘራ ።
7	amharic	እጎአ ዓም የሌጎስ የከተማ አስተዳድር የሞተርሳይክል ታክሲዎች አውራ ጎዳና ላይ እንዳያሽከረክሩ ከልክሏል ።
8	amharic	ብዙዎች ኃያላን መንግሥታት መሪዎች አውሮፓ መንግሥታትን ጨምሮ ኢትዬጵያን ከስትራቴጅክ ጥቅማቸው ቀዳሚ መዳረሻ በማድረግ ጎብኝተዋል ድጋፋቸውንም ሰጥተዋል
9	blin	ገመነኻ ወንተሶ ፡ ላኽው ኒሒለት አወይሲ ከደምሮ ገረሰላ ።
10	geez	ዘይረግም አባሁ ወእሞ ይትኰነን መዊተ ።
11	geez	ወንኩን ንሕነኒ ከመ ኵሉ አሕዛብ ወይሎንነነ ንጉሥነ ወይፃእ ቅድሜነ ወይፅባእ ፀረነ ።
12	blin	ለ ኵምራድሊክ ስዳዋዅድ ፈርቶ መሀድሶ ህንባ ስናዕዲ ግርስዲ
13	tigrinya	ምፍልላይ መጺኡ ፡ እቲ ቝጽሪ ግን ኣብ ቦታኡ ኣሎ ።
14	tigrinya	በዚ ድማ ኣብ ዉሽጢ ዘን ዝቕጽላ መዓልታት ኣብ መላእ ተን ዞባታት ናይ ክተት ጻውዒት ክእወጅ ምዃኑ እቲ መራሒ ወሲኹ ኣመልኪቱ ።
15	blin	ህምቡ ፡ ጉራብድ ጅሙዅ አደኵለ እማ ገንጀኵን ፤ ምህሮትል ፈርያ ኣደጋኽር ኣኸውድ ፣ ይማስዲ ትምዮ ኣካንሺባ ጡን ዩ እርገኵን ።
16	blin	ሕብረ ክቱብ ኒል እና ተለየው ብሊና ፍደላት ግእዙ ናሰልፍ ኮምፕዩተር ሶፍትዌርድ ጠፍሖ ከተብሶ ህምበኵ ።
17	amharic	ለኦሮሞ ነፃነት ግንባር ኦነግ የቀድሞ ታጣቂዎች አቀባበል ለማድረግ የተቋቋመው ኮሚቴ በምዕራብ ወለጋ ዞን መነ ሲቡ ወረዳ እየተቀበለ ማስተናገድ መጀመሩን አስታወቀ ።
18	tigrinya	ትፈልጢ ዲኺ ፡ ብዘይቃልዓለም ኣነ ብዘይክኣ ዝምነዮ የብለይን ።
19	blin	እና ከዋ ገቢለት ነድ ህጃም ከተብስና ተርሰንትል ደአም ብሊን ወሪ ብሊን ጋበው ይስትኖ እንድብርሰክ ህምበኵ ።
20	amharic	ባዪለጂ ላብ ስትጽፍ ለሌላ ነገር እንደምትጽፈው አይደለም ሌላ ሰው ከኔ የተሻለ ሊያስረዳህ ይችላል ።
21	blin	ከበሲቊር ናውክ ናክስታንዲ ናእስላምዲ ዓብደላ ሰልፋ ኣባይሰና እሲነ ቋልንዅሉ ።
22	amharic	እነዚህን ተጨማሪ ዝርዝሮች ፋርማሲ ጠይቁ እነዚህን ትልልቅ ፕሮጀክቶች መደገፍም መተቸትም የሚችሉ ሙያተኞችስ አሉት ?
23	amharic	የአምባሳደር ቢሾፕ ዳግም ሹመት ልክ እንደ ሞንሮቪያ ከዛሬ ነገ አማፂያን ተቆጣጠሯት ከምትባለዉ ሞቃዲሾ ነበር ።
24	tigrinya	እዚ ምስ ናትና ኣነባብራ እንከነወዳድሮ ፡ ክእመን ዝኽእል ኣይኰነን ።
25	tigrinya	ቁጽሪ ናይቶም ተሰቒልና ዝነበርና ከየረጋገጸ ፣ ክንደይ ከፊልና ምቁጽጻር ከይገበረ ድማ ዩ ኣበጊሱና ።
26	blin	ዓያ ውራ ጀረብድኖ ጉም ሕጨ ።
27	geez	ወፀንሰት ወወለደት ወልደ ወሰመየቶ ስሞ ዔር ።
28	blin	ቈንሹኻ ብትሮ ንር ሻሚል ከፍ ይሮ ዲዊቲሉ ።
29	geez	ወወፅኡ እስራኤል ውስተ መሴፋ ወዴገንዎሙ ለኢሎፍሊ ወቀተልዎሙ እስከ መትሕተ ቤኮር ።
30	amharic	አፒያ የሳሞአ ዋና ከተማ ናት ። ከተማዋ በኡፖሉ ደሴት ላይ ናት እና ለትንሽ ከ ያነሰ የህዝብ ቁጥር አላት ።
31	tigre	ለእግል ዲመ እግል ትሕቀፉ ወትስዐሙ ወዲብ ተአተባቅር እግል ተአተልህዩ ወተሐቅንቅቁ ትትምኔ ለዐለት ውላድ ወላደ ፡ ሐቆ እቡ ሐልፈተ ላቱ ጽብርት እሲት ወልደ ምነ ትየቀነት ።
32	amharic	በስማቸው ብንጠቅሳቸውም የሚበልጥ ይሁናል ።
33	blin	ሱሰትኽርሲ ሳቢኖኽር ፡ ወንቀርኖኽር ለዅ ተለዪና ፤ ይነዲ ፈሪ ይዅላ ጋዊና ቈንሹት ።
34	amharic	በእርግጥ ፣ የክልል ኮዶች በሕገ-ወጥ ቅጅ ላይ ፈጽሞ ምንም ተጽዕኖ የላቸውም ፤ ቢት-በ-ቢት የሆነ የዲስክ ቅጂ ዋናው ኦሪጂናሉ በሚሠራበት በማንኛውም መሣሪያ ላይ በትክክል ይጫወታል ።
35	tigre	እት ቤት ትጸበሮም ለዐለት ዝላማተ ።
36	tigre	ለናይ እሲቱ በናተ ዲብ ኢኮን ሑመድመ ሰኒ ቄባይ ወበዐል ትቅኒንቱ ።
37	tigre	አውኪር ፡ አቦቶ ከአፎ አስመንኪ ።
38	amharic	ድርጅቱ በደብዳቤዉ የኅብረቱ የውጭ ጉዳይ ተጠሪ ሞጌሪኒ ከጉብኝታቸው በኋላ ባወጡት በመግለጫቸዉ በኢትዮጵያ ስለሚታየዉ የሰብዓዊ መብቶች ጥሰት አልጠቀሱም በማለት ወቅሷል ።
39	geez	ወኢዮአብሰ ወኵሉ ሰራዊቱ ቦኡ ወዜነውዎ ለኢዮአብ ወይቤልዎ መጽአ አበኔር ኀበ ዳዊት ወፈነዎ ወሖረ በሰላም ።
40	blin	ቈንሹ ዲራትል ዓረግቶ ገረሰላ ግራ ይዅላ ኳዅራ ።
41	blin	መሄድኒል ታውህ ወክት ኣዶ መኸላ እዳንዳዅ ሓሳባትድ ርዱቅ ዓዋዲ አሪውሲ ኣርእኒል ኣኽን ባሓስኒል ታዊህ ቀስድ ፋይሕ
42	geez	ወባሕቱ ትሬኢ በኣዕይንቲከ ፤ ወትሬኢ ፍዳሆሙ ለኃጥኣን ።
43	geez	ምሕረተ ወፍትሕ አኀሊ ለከ ።
44	blin	እን ከቲና አስተዅዅሲ ኒሓቅሓቅሊ ወንተስሮ ፍትሕ እዋዅ ደርብ ጀረበኵ ደንጎቢል ኣማነት ኒትካ ወራትዲ
45	tigre	እሊ ሕማም እሊ ካፊ ወናዩ ላቱ ስራይ ወመራዐየት ረክበ ምን ገብእ እግል ልትዳዌ ወሕሙም አክል ሕድ እግል ልንጄ ምኑ ለቀድር ሕማም ቱ ።
46	blin	ነፈጨውዲ አበይተውዲዲ ጨሪትና ፣ ናደርብድ ፈረውልድ ስርግ ይና ፣ ኣካን ሺባ እክብሰውዲ ጡንየውዲዲ ማዲትና ፣
47	amharic	እና ለምን ይሻቸዋል ምልችትአ ትጣምማ ንችኞደጓ ህአ አንድ ሰው እኛን ያነሳሳበትን መንገድ ያነሳሳናል ዪአ ።
48	tigre	ፋሬሕ እት እንቱ ለዕንቦበት እት ጂብ በድለቱ እንዴ ከረየ እት ገይስ ፡ ዎሮት ጅኔታይ እንዴ ልትሐጋነኑ አሰሩ ገብአ ።
49	tigre	እብለ ምስምሰ ገሌ ጠቢዒ ለኢኮን ተየልል ክም ሀለ ነፍስዬ ሰበት አሰአለተኒ ፡ እተ ቀበትለ መስነዕ እንዴ አቴኮ እሉ እት ሐዜ ለኢበጽሐክወ አካን ይዐለት ።
50	tigre	እሊ ተጀሙዕ እትለን ናይ ክልኤ ሰነት ዕምሩ ሚ ሽቅል ስርጉል ሀለ ? ገሌ ምነ አግደ ለወደዩ ወቀይ ዶል እንዘክር ፡ እግል አንሳት ዱቅሪ ለከስስ ብዙሕ ሰሚናራት ዋዲ ሀለ ።
51	geez	ወዜነውዎ ለሲሳራ ከመ ዐርገ ባረቅ ወልደ አቢኔሔም ውስተ ደብረ ታቦር ።
52	blin	ወንኪራዲ ግራሻዲ ገመናዲ ፡ ይባዲ ወስሲ ቋነኵ ።
53	blin	ወካ እንክኤ ንሰናኽርማ ህምባዅን ዮ ግልጭ ይዅ ፤ እማ እን በገር መስከብልድ ገሪዅ ሺርጊ ትብቶ እን በገር አተይነስ ጨበሩዅ ።
54	tigre	ሰበት እሊ ሰደይትከ እግልነ ምህመት ተ ።
55	amharic	እንደ እባብ ተቀጥቅጬ ሽባ ሆኛለሁ ከቡራዩና አካባቢው የተፈናቀሉ ተጎጂዎች በደላቸውን ይናገራሉ ።
56	geez	ወ፳በእመት ኑኁ ወ፳በእመት ርኅቡ ወ፳በእመት ላዕሉ ወቀፈሎ በወርቅ ወአሰርገዎ ወገብረ ምሥዋዕ ቅድመ ዳቤር ወቀፈሎ በወርቅ ።
57	tigrinya	ዝተዋህበና መልሲ ጓልኩም ዋላ ሓንቲ ናይ ጥዕና ጸገም የብላን ዝብል ዩ ነይሩ ።
58	blin	ልውር ደርብ ወሪ ሕክምና ነልድ ደኮ ፈደን ኡሰሪሩዲ ነሳዅዲ እንገት ድኳ ውላድ እስቲሮ
