1	geez	ስማዕ እስራኤል ናሁ ተዐድዎ አንተ ዮም ለዮርዳንስ ከመ ትሑር ትትወረሶሙ ለአሕዛብ ዐበይት እለ ይጸንዑክሙ ወአህጉር ዐበይት እለ ዐረፍት ቅጽሮን ይበጽሕ እስከ ሰማይ ።
2	geez	ረድኤትነ በስመ እግዚአብሔር ፤ ዘገብረ ሰማየ ወምድረ ።
3	tigrinya	ክሳብ ቲ ዝከኣለና ንጽዕር ኣለና ።
4	tigre	ከክል ዶል ሕነ እግል ርሕነ ሰኔት ወረህየት ነሐዜ ዶል ህሌነ ፡ እት ሰልፍ እብ ሰኔት ወረህየት ብዕዳም እግል ንትሻቀል ብዲብነ ።
5	geez	ወከደነ ገጸ ምድር ወማሰነት ምድር ወበልዐ ኵሎ ሣዕረ ምድር ወኵሎ ፍሬ ዕፅ ዘተርፈ እምበረድ ወኢተርፈ ኀመልማል ውስተ ዕፀው ወኢአሐቲ ወኢውስተ ኵሉ ሣዕረ ሐቅል በኵሉ ምድረ ግብጽ ።
6	tigrinya	ንጽባሒቱ ኣብ ናይ ስራሕ መዓልቲ ሰዓት ፡ ቅ ቀትሪ ተጫረትቲ ኣብ ዝቐረብሉ ኣብ ሓ ኣየር ኣስመራ ጨንፈር ዕድጊ ይኽፈት ።
7	geez	ሙሴ ቍልዔሁ ለእግዚአብሔር ወደቂቀ እስራኤል ቀተልዎሙ ወወሀቦሙ ርስቶሙ ሙሴ ኪያሃ ምድረ ለሮቤል ወለጋድ ወለመንፈቀ ነገደ መናሴ ።
8	geez	ወትቀፍልዎ ወርቀ ንጹሐ እምውሳጤሁ ወእምአፍአሁ ወትቀፍልዋ ወትገብር በውስቴታ ማዕበለ ዘወርቀ ዘኍጻዳት እምዐውዳ ።
9	tigre	ማይ ሲቶሀ ካፊ ወጽሩይቱ ።
10	amharic	አንዳንድ የሳይንስ ሊቃውንት ትራይሲተስፕስ ሳይካድስን ይበላሉ ብለው ያስባሉ ፣ እነዚህ በክሬታሺየስ የተለመዱ የእጽዋት ዓይነት ነበሩ ።
11	geez	ወጸምአ ጥቀ ወጸርኀ ኀበ እግዚአብሔር ወይቤ አንተ አግባእከ ውስተ እደ ገብርከ ዛተ ሕይወተ ዐባየ ወይእዜሰ እመውት በጽምእ ወእወድቅ ውስተ እዴሆሙ ለቈላፍያን ።
12	tigre	ዮም ለተሐልፍ አምዕል ሐቆ ገብአት ፈጅርመ እግል ትሕለፍ ቱ ።
13	tigre	እበ ክቡድ ላቱ ደርብ ኢንፉጅን ቱ ለአምበትነ ።
