1	tigre	መትፈላል በዝሕ እትከ ምን ገብእ ኢትትሐለል ።
2	tigrinya	ብድሕሪ ዚ ልበይ ልቢ ዓሻ ትብል ሕርይቲ ግጥሚ ብኣተወብርሃን ኣስመላሽ እያ ቀሪባ ።
3	tigre	ዱሼን ሂጋሁ እምብት ክም አበለ ፣ ዎሮት እናስ ገናድ ክርንቱ እንዴ ወቀለ ስመዕ ወልዬ ፣ ሕነ ምን አበን ጀደን ውላድነ ለአደርሶ እነ ለዐለው መሸይክ ቶም ።
4	blin	እና ሰርጎ ኤርትርየሲ ኣኾ ገቢለት ይናዅድ ክብርዲ ዕርዲረዲ ሻማዲ የውዲ ኣኽርድ ሻኸው እን ኤርትራ ሓዲሲትል ገቢለት ይናዅድ ኣካንሲ ተመማዅ ኒዋንትና ብነድ ገሪ ጎታ ተለይድዅና ።
5	tigrinya	ዝዀነ ስነ - ፍልጠተኛ ካብ ስነ - ፍልጠት ወጻኢ ክፈልጥ ፡ ዝዀነ ሰብ ከኣ ብዛዕባ ካልኣይ ሕጊ ተርሞዳይናሚክስ ክፈልጥ መባእታዊ ነገር ምዃኑ ንምግላጽ ዘምጽኣ ህብብቲ ኣበሃህላ እያ ።
6	tigrinya	እቲ ዝተመላለሱሉ መዓልታት ክወሓጠለይ ስለዘይከኣለ ከኣ እየ ክጽሕፍ ተገዲደ ።
7	geez	እስመ ይኤብሱ ለከ እስመ አልቦ ሰብአ ዘኢይኤብስ ወታመጽእ ላዕሌሆሙ ወታገብኦሙ ቅድመ ፀሮሙ ወይፄውውዎሙ እለ ፄወውዎሙ ውስተ ምድር ርሕቅት ወእመኒ ውስተ ቅሩብ ፤
8	tigrinya	ኰይኑ ግና ካልኣይ ደረጃ ወዲአን ክመጽኣ ከለዋ ፡ ንደቂ ኣንስትዮ ዝተሓዝአ ኮታ ኣሎ ።
9	tigrinya	ጾር ጽምዋይ ንኸፋኹስ ፡ ርጉእ ዝኾነ ህይወት ክመርሕ እንተ ደኣ ኮይነ ግድን ሰብ ከተድልየኒ ያ ።
10	tigrinya	ሓንቲ ኣብ ኣፋ ኣስፒሎ ሒዛ ትሰጥሕ ዝነበረት ሰበይቲ ድማ ፡ ካብ ቍጽጽራ ወጻኢ ብዝዀነ መንገዲ ኣጕረምረመት ።
