1	tigrinya	ተስፋኣለም ገብረዮሃንስ ኣሮን ክፍለ ።
2	tigre	ማደት ፡ ለገብአ ልግበእ ነፈር ሙባሽር አው እብ ሑር ላቱ ሕርያን ለትሐረው ወካይሉ እት ሕኩመት ዐዱ እግል ልሻርክ ሐቅ ቡ ።
3	blin	ኣወያ ከዋ ዲባ ዓንቀይል መንደርትራዅን ምንግስ ምልክዲ ታንትጝዲ ሁከትዲ ሻዅማ ወሪ ወረባ ጣፍሕ ፍትሕዅዲ ናይ
4	tigre	ዮም ለተሐልፍ አምዕል ሐቆ ገብአት ፈጅርመ እግል ትሕለፍ ቱ ።
5	tigrinya	እቲ ጽቡቕ ነገር ኣብ በዓል ገልዓሎ ዝርከቡ ዓፋርን ሳሆን ኣግራብ ናይ ምዕቃብ ባህሊ ብመትከል ኣማዕቢሎሞ እዮም ።
6	tigrinya	ንዝያዳ ርድኢት ግና እትወስዶም ለውጥታት ኣብ ጽሑፍ ኣስፍሮም ሞ ፡ ዕላማኻ ንምውቃዕ ማዕረ ኽንደይ ኣገደስቲ እዮም ?
7	geez	ወአመ አብአከ እግዚአብሔር አምላክከ ውስተ ምድር እንተ መሐለ እግዚአብሔር ለአበዊከ ለአብርሃም ወለይስሐቅ ወለያዕቆብ ከመ የሀብከ አህጉረ ዐበይተ ወሠናይተ ዘኢነደቀ ፤
8	geez	ወረከቦሙ ኃምስ መክፈልት ለአሴር ።
9	amharic	ለእኛ በውጭ ምንዛሪ ክፍያ ይፈጸማል ።
10	tigre	ማን-ሲቲ ሰነት እትለ ልትዓደለ ለአለበ በቃዐት ለአርኤ ለህለ ፈሪቅ ማንሲቲ ፡ እት ጅግራታት ፕሪመርሊግ እንግሊዝ ብዙሕ ዓላብ ቅያስ ካይድ ህለ ።
11	tigre	ለመድፌዕ እዴ ወድ-ምነይ እንዴ ለከመ ከርስ አተከ ወጀዕ ለተሓበረት እተ ክርን ተሌት ።
12	geez	እለ ይትናገሩ ሰላመ ምስለ ቢጾሙ ፤ ወእኩይ ውስተ ልቦሙ ።
13	tigre	እግል መደርሲ ነ ።
14	tigre	እለ ኢወዴከ ምንገብእ እት ቀበት እለ ዐለም ጅግረ ወቴክኖሎጂ እግል ትብዴ ለሀለ በክት ፋዬሕቱ ።
15	geez	ወአውሥአ አሐዱ እምውስተ ደቁ ወይዜ ርኢኩ ወልደ እሴይ ዘቤተ ልሔም እንዘ ይዜምር ወጠቢብ ብእሲሁ ወመስተቃትል ውእቱ ወለባዊ በቃሉ ወሠናይ ራእዩ ብእሲሁ ወእግዚአብሔር ምስሌሁ ።
16	geez	ወኢትትበቀል ለሊከ ወኢትትቀየም ላዕለ ደቂቀ ሕዝብከ ወአፍቅር ካልአከ ከመ ርእስከ አነ እግዚአብሔር አምላክክሙ ።
17	amharic	እስካሁን ከህዝቡ የተሰበሰበውን ገንዘብ ግልጽነትና ተጠያቂነት በጎደለው አኳኋን እያተስተዳደረው ይገኛል
18	geez	ወተከዘ ዳዊት እስመ ቀተሎ እግዚአብሔር ለዖዛ ወትሰምየ ውእቱ መካን ምምዋቲሁ ለዖዛ እስከ ዛቲ ዕለት ።
19	geez	ወትከውኑኒ ዕደወ ቅዱሳነ ወሥጋ ገደላ አርዌ ኢትብልዑ ለከልብ ግድፍዎ ።
20	blin	ላገፍድኻ መናብረት ታቕድ ፡ አሪ ገፍድኻ ናቑራ ማሕገድሲ ረትዕድኖ ዩኑ ቒርዲ ገርክዲ ለመለም የነኵ ።
21	geez	ወያበውእ ካህን ዘቅቡእ እምውስተ ዶሙ ለውእቱ ላህም ውስተ ደብተራ ዘመርጡል ።
22	amharic	የራሳቸውን ህንጻ ዘግተው የሚከራዩ ተቋማት ይዞታቸው ሊነጠቅ ነው ።
23	blin	እን ዓስከር ስልጠት በሀሊን ጀብሀቱልድ ተስፋይ ተኽለ ካያ ግን እን ወራት በዳን ዓብደላ ራሳይትል እሰዅሲ ኒኣዋጅድ ኮነኖ ኣን ኵዲ እልሊ ያዅሉ ።
24	blin	እዃረሩ ፡ ግ ሰትዲ ጉርበትድ ከሎሽ ባረነኵ ።
25	tigrinya	ፖሊስ ኮፐንሄገን ኣቐዲሙ ኣብታ ከተማ ክልተ ሰባት ቀቲሉ ክሃድም ከምዝፈተነ ንዝገለጾ ጥርጡር ብጥይት ከምዝቐተሎ ምሕባሩ ይፍለጥ ።
26	tigre	ዐለ ክሉ ሓል ፡ ኒበል እንተ ፍንቲት ወጅሀት ነዘር እት ልብ ዎሮትመ ለይዐለ ረአይ ሀለ እግልከ ኒበል ።
27	blin	እንቲ ይና ገና ኣኽላ ።
28	geez	ሀቦሙ በከመ ምግባሮሙ ወበከመ እከየ ሕሊናሆሙ ።
29	amharic	ኢሳት ትኩረት ከሊቀ ኃይላት ፍሬሰው ደምስ የአባቶች ዕርቅ የሽምግልና ኮሚቴ ም ሰብሳቢ ጋር የተደረገ ውይይት ።
30	tigrinya	ኣብቲ ናይ ዝሓለፈ ሰሙን ፍጻመ ፡ ክልተ ነፈርቲ ኲናት ሩስያ ኣብ ልዕሊ ክሊ ኣየር መትረብ እንግሊዝ ከምዝበረራ ምንጭታት ዜና ሓቢሮም ።
31	blin	እን ጠዓድልድ አድኖ ልጝንሊ ማለነኵ ።
32	tigre	አሰይድ አብርሄ እት ደንጎበ ፡ ስካን ዲብ ሰርገለ መሽሮዕ ለአርአወ መሻረከት ወሰዳይት እንዴ ሐመደ ፡ መትነፈዕ ራትዕ እግል ለሀሌ ትፋነ ።
33	amharic	በሮማንቲሲዝም አውድ ውስጥ ፣ የጂኦግራፊ ግለሰቦችን ቀርጾ እናም ከጊዜ በኋላ ጂኦግራፊ ጋር የተዛመዱ ባሕሎች እና ከህብረተሰቡ ቦታ ጋር የሚስማሙ በዘፈቀደ ህጎች ከማድረግ የተሻሉ ነበሩ ።
34	geez	ወአስተጋብአ ዘንበሪ ደቆ ላዕሌሁ መልአክ መንፈቀ ኀይለ አፍራስ ወኤላሰ ሀለወ ውስተ ቴርሳ ይሰቲ ወይሰክር በቤቱ ለዖሳ መጋቢሁ ዘቲርሳ ።
35	blin	ኣባይ ከደንልድ ቀጠቦ እንቶ ቃሓርሲ ናዳግሊ ፍዱ እርገድ ትክስነ ደለይድናዅ ግን ።
36	amharic	መተቸት መብት ነው ግን መረጃ እየያዝን መልስ ለአቶ ይድነቃቸው ግርማ ካሳ አቶ ይድነቃቸው የሰማያዊ ፓርቲ ከፍተኛ አመራር ናቸው ።
37	geez	ወተኀድር ውስተ ምድረ ጌሴም ዘዓረብአ ወትሄሉ ቅሩብየ አንተ ወደቂቅከ ወአባግዒከ ወአልህምቲከአ ወኵሉ ዘብከ ።
38	amharic	የዚህ ዓለም ፍቅር ሰኞ አዲስ ፣ ማክሰኞ ልብስ ፣ ረቡዕ ብጥስጥስ የሚሏት አባባል ነበረች ።
39	tigrinya	መድሓንቲ ፡ ሃገራዊ ስምዒት ክሓድረካ ትገብር ።
40	blin	ገረስታ ቀሓትል ገእይስቶ ህንበኵ ።
41	tigre	ካሪ ልብ ዶል ትስእን ።
42	blin	እማ ገቢለት ይናዅ እንድድኻ እን ንአሰሰሪ ጀብሀት ንርድድነድ ፡ እንድድኻ ኒዓንቀዩ ኣጭጉምድ አጃ ኒክና ብነድ ገሪው ኣካን ገእይዅሉ ።
43	geez	ወጻድቃንሰ ይወርስዋ ለምድር ፤ ወይነብሩ ውስቴታ ለዓለመ ዓለም ።
44	amharic	ሰልፈኛዉን አደራጆቹን ሌላዉ ቀርቶ ሐኪሞችን ሳይቀር እያሳደደ ያስር ይደበድብ ያቆስል ሲከፋም ይደፍርና ይገድል ገባ ።
45	blin	ብሊን ዋግ-ላስቲልድ ግን ናው እንትናዅ የክ ከተበው ፣ ጋብ ብሊነውዲ ላስቲል ጋብስተውዲ ተከውዲ ስኵርስጘውዲ ኣኾ ኣከገን አሰል ወሪ ሞላድ ሺብኖ ተከለለ ።
46	geez	ወይቤሎ ምኪያስ ሕያው እግዚአብሔር ከመ ዘነገረኒ እግዚአብሔር እነግርሙ ።
47	tigrinya	ኣብ ሃገርና ፡ ኣርባዕተ ነቑጣታት ውሸባ ቡቕሊ ኣለዉ ።
48	tigre	እብ ውላድ ተብዕን እትሊ ጅግረ እሊ ለትዐወተ ፍረቅ ዐንበርበብ ፡ ብድሆ ወሐሬን ምን ይ- ይ ለህለ ደረጃት ረክበው ።
49	tigrinya	ተጫረትቲ ከማልእዎ ዘለዎም ረቛሒታት ፎቶ ኮፒ ናይ ዝተሓደሰ ፍቓድ ንግድን ፎቶ ኮፒ ታሴራን የቕርቡ ።
50	amharic	በያመቱ የተባበሩት መንግሥታት እንደሚለው በአዳጊ አገሮች ሚሊዮን ያህል ሴቶች ሳይፈልጉ ነው የሚያረግዙት ።
51	geez	ይትፌሣሕ እስራኤል በፈጣሪሁ ፤ ወደቂቀ ጽዮን ይትሐሠዩ በንጉሦሙ ።
52	geez	ወእመሰ በጽድቅ ወበርትዕ ገበርክሙ ምስለ ሮቦዓም ወቤቱ በዛቲ ዕለት ቡሩካነ አንትሙሂ ወተፈሥሑ በአቢሜሌክ ወውእቱኒ ይትፌሣሕ ብክሙ ።
53	geez	ወለኵሉ ንዋዩ ወተቅዋመ ማኅቶቱ ወለኵሉ ንዋዩ ወቤተ ምሥዋዕ ፤
54	geez	ወአውፅአኒ ውስተ መርሕብ ወአድኀነኒ እስመ ሠምረ ብየ ።
55	blin	እን ገመና ላዅ ኒቱ መንደርታዅ ነሳዅ ኣኩ ፣ እን ጀጉት ደአም ላጪዋ በሀር ላት መንደርተው እርግኑ ዅ ።
56	geez	ይንበር ገብርከሰ ወእሙት ዘሀገርየ ወእትቀበር ውስተ መቃብረ አቡየ ወእምየ ወናሁ ገብርከ መከዓም ይዕዱ ምስለ እግዚእየ ንጉሥ ወግዘር ሎቱ ዘከመ ፈቀድከ በቅድመ አዕይንትከ ።
57	amharic	እንደ እባብ ተቀጥቅጬ ሽባ ሆኛለሁ ከቡራዩና አካባቢው የተፈናቀሉ ተጎጂዎች በደላቸውን ይናገራሉ ።
58	tigrinya	ድሕሪ ሞት ዝግበር ዝተፈላላየ ዓይነት ስርዓታት ኣብ ኩሉ ማሕበረ ስርዓታት እየ ዝዛረብ ዘለኹ ።
59	tigre	ሰነት ሐዳስ እግል ሽባን ክም መአንበት ሽቅል ወመርበይ ውጡይ እንዴ ሐስበወ ፡ ምስ ለ እግል ልትሀርበቦ ለትሀየበቶም ፍርሰት ክምሰል ተ እንዴ ፈሀመው እግል ልተለው ለወጅቦም ህቶም ኖሶምቶም ።
60	geez	ወአቀመ ስምዐ ለያዕቆብ ፤ ወለእስራኤል ኪዳኖ ዘለዓለም ።
61	tigre	አስክ እለ እምበል አሰይድ ወልደኣብ ፡ አስላምቶም ካርጅ ምን ኤረትርየ ልትሐረኮ ለህለው ዑመር ቃዲ ፡ ኢብራሂም ሱልጣን ወእድሪስ መሐመድ ኣድም ።
62	geez	ወሞተ ሰምላ ወነግሠ ህየንቴሁ ሳኦል ዘእምነ ሮኦቦት እንተ ፈለግ ።
63	tigrinya	ንሕርሻታት እኽሊ ከይዕብልል ሽሕ ሄክታር ጥራይ እኳ ብመንግስቲ ተፈቒዱ እንተነበረ ፡ እቲ ኣወላፊ ተኽሊ ብዘለዎ ተደላይነት ኣብዚ ግዜ እዚ ካብ ሽሕ ሄክታር ንላዕሊ ከም ዝሕረስ ሚድል ኢስት ኦንላይን የረድእ ።
64	geez	ኢይምጽአኒ እግረ ትዕቢት ፤ ወእደ ኃጥእ ኢይሁከኒ ።
65	blin	እን ዳለት እንዲል እና ብለምይስ ፈደን ኣኸው ገርትዱኑሎም ሰጘነኵ ።
66	geez	ወንኩን ንሕነኒ ከመ ኵሉ አሕዛብ ወይሎንነነ ንጉሥነ ወይፃእ ቅድሜነ ወይፅባእ ፀረነ ።
67	amharic	የዛልፓን ንጉሥ ሑዚያ ን ወደ ነሻ አመጣሁት ።
68	geez	ወይትቤቀሎሙ ለንጹሓን ፤ ወይሤሩ ዘርዖሙ ለኃጥኣን ።
