1	tigre	ዝበድ ዛዖታት ብካይ ክል ዶል እንተ ደዒፍ ክም እንተ ለለሐብር ኢኮን ፡ እንተ እግል መደት ሰኒ ረያም ድቁብ ክም ዐልካቱ ለለአስእል ።
2	tigre	ላኪን ያሬት እት ልብል ክሉመ እለ ሐያት ምስል ተግባቡ ወሸንሀቱ ሌጠ ለሐልፈ ህለ ወዐለ ።
3	amharic	የራሳቸውን ህንጻ ዘግተው የሚከራዩ ተቋማት ይዞታቸው ሊነጠቅ ነው ።
4	tigrinya	ኣሚነ ቀሪበካ ከብቕዕ ፡ ንስኻ ግና ተመን ተለዊጥካ ።
5	tigrinya	ጥቕሚ ዘለዎ ሓሳብ ኰይኑ ኣይተሰመዓንን ።
6	tigre	ላኪን በክት ኢተት ኢረክበው ።
7	geez	ወተንሥአ ሙሴ ወሖረ ኀበ ዳታን ወአቤሮን ወሖሩ ምስሌሁ ኵሎሙ አዕሩገ እስራኤል ።
8	tigre	እምቤዕኪ ዲብ ከብድኪ ደየ ።
9	geez	ኢትፍርሆሙ ተዘክሮ ተዘከር ኵሎ ዘገብረ እግዚአብሔር አምላክከ ላዕለ ፈርዖን ወላዕለ ኵሉ ግብጽ ፤
10	tigrinya	የስ ወዲ ጻዕዳ ሰለስተ ኣብ ጸሊም ሃሪሙ ።
11	tigre	እሊ እቱ ተአምን ህሌከ ሐዲስ ጋር ፡ ዐመል እብ በያን እግል ትተርጅሙ ለህሌት እግልከ ሸንሀት ተ ።
12	geez	ወሖረ ወዴገኖ ለብእሴ እግዚአብሔር ወረከቦ ይነብር ታሕተ ዕፅ ወይቤሎ አንተኑ ውእቱ ብእሴ እግዚአብሔር ዘመጻእከ እምይሁዳ ወይቤሎ አነ ውእቱ ።
13	geez	ወወድቁ ኵሉ ሕዝብ በገጾሙ ወሰገዱ ሎቱ ወይቤልዎ አማን ውእቱ እግዚአብሔር አምላክ ።
14	amharic	በአብዛኛው በእነዚያ አካባቢዎች ሁለት ሺህ ሰራተኞች በበጋ በአራት ደርዘን የሚሆኑ መሰረቶች መጠሊያዎች እዚህ ይኖራሉ ፡ አነስተኛ ቁጥር ያላቸው በክረምት እዚህ ይቆያሉ ።
15	amharic	እናም ቱ ጨቅጫቋዎች ያሳስበናል ባዮችና ኢህአዴግ ማለቴነው የሚስማሙት መቼ ነው ?
16	tigre	እሊ ህዬ መትሰባል ፣ ኤማን ፣ አማነት ፍቲ ወረሕመት እብ ለብእተ ገበይ እግል ልግበእ ወጅብ ።
17	geez	ወይቤሎ አብድዩ ምንተ አበስኩ ለከ ከመ ትመጥዎ ለገብርከ ውስተ እዴሁ ለአካአብ ከመ ይቅትለኒ ።
18	amharic	ያልገባሽ ነገር ይህን ያህል መሳሪያ በድፍረት ማዘዋወር ምን ያህል ቁጥጥሩ ደካማ እንደሆነ ያሳያል ።
19	geez	ወውሉደ እስራኤል በልዑ መና ፴ክረምተ እስከ ይበጽሑ ምድረ ኀበ ያነብሮሙ በልዑ መና እስከ ይበጽሑ ደወለ ፊኒቅ ።
20	blin	ቈንሸላ ወዓጊል ትንክቡዅ ።
21	tigre	ለተሀየበቶም ሐብሬ ዲብ ወግም እንዴ ኣተው ህዬ ፡ ድዋራቶም እብ መደጋግ ዛይድ ሐቆለ ታየነው ፡ ሬድዮሆም እንዴ ፈትሐው ምስል መስኡሊኖም ትራከበው ደሀይ ሕድ እግል ልድለው ።
22	tigre	ድግም ሐየት ወከራይ ወድ ሐሺል ሐየት ወከራይ ምስል ጌሰው ወእትለ ገበዮም ሐየት ብዕራይ ረክበ ወከራይ ወአት ቀየሕ ።
23	amharic	ሳይቃጠል በቅጠል ነው ምላሹ መሆን ያለበት ።
24	amharic	ለአስቸኳይ የእሳት አደጋና የአንቡላንስ አገልግሎት አድራሻን በመጠቆም በፍጥነት ማግኘት የሚያስችሉ በኢንተርኔት የሚታገዙ የቅንጡ ስልኮች ማስተናበሪያዎች አፕልኬሽን አዲስ አበባ ላይ አይሰሩም ።
25	geez	ወቦኡ ጸሐፍቶሙ ለደቂቀ እስራኤል ወአውየዉ ኀበ ፈርዖን ወይቤሉ ለምንት ከመዝ ትሬስዮሙ ለአግብርቲከ ።
26	geez	ወጌሠ ሮበዓም እስመ ውእቱ ጌድዮን ወኵሉ ሕዝብ ዘምስሌሁ ወኀደሩ ውስተ ምድር አሮኤድ ወትዕይንቶሙ ለምድያም ወለዐማሌቅ እመንገለ መስዕ እምነ ምሥዋዕ ዘአንበሬ ውስተ ቈላ ።
27	geez	ወደንገፀኒ ልብየ በላዕሌየ ፤ ወመጽአኒ ድንጋፄ ሞት ።
28	amharic	የኦሮሞ ምሁራን እና ወጣቶች በውስጣቸው የተሰገሰጉትን እሾሆች ነቅለው መጣል ካልቻሉ መቼም ቢሆን ሰላም አያገኙም ።
29	tigre	ዲብ ሰነት ላኪን ሱድፈት ዲብ ማርየ ምን መትፈርረት አብደዮት ቅዌት እንዴ ገብአ እትሊ ባካት እሊ ባጽሑ ዐለ ።
30	amharic	በእያንዳንዱ ስብሰባ ላይ ቢያንስ አንድ ጊዜ ሐሳብ ለመስጠት ሞክር ።
31	tigre	ላመ እት ሰላት ማጽእ ለዐለ አዳማታት እለ ምዕል እለ ለሓይሰነ እትከ ዛይድ ፡ ምን መሕበር አንስ ዲብ መሕበር ሰብ ምን ተዐገልከ ፡ ለልብሎ ሕዳም ይዐለው ።
32	amharic	በማለት ሰፊ ፊታቸውን አለመጠን አኮሳትረው መግለጫ ሰጡ ።
33	geez	ወትትፌሣሕ በኵሉ በረከት ዘወሀበከ እግዚአብሔር አምላክከ አንተ ወቤትከ ወሌዋዊኒ ወግዩርኒ ዘኀቤከ ።
34	geez	ወተንሥኡ በጽባሕ ወሰገዱ ለእግዚአብሔር ወሖሩ በፍኖቶሙ ወቦአ ሕልቃና ውስተ ቤቱ ውስተ አርማቴም ወአእመራ ስሐና ብእሲቱ ወተዘከራ እግዚአብሔር ወፀንሰት ።
35	geez	ወነገሮ ሊቀ ቀዳሕያን ሕልሞ ለዮሴፍ ወይቤሎ እሬኢ በሕልምየ ሐረገ ወይን ቅድሜየ ።
36	amharic	እኛ መጀመሪያ ብንከለከል አንገባበትም ነበር ።
37	blin	መድ ምዅርላ ይድኖ ግናይሲ ዋኺትጋ ።
38	blin	እን ልጝንሊ ላኣዳም ካያ ተረንግል ዓራትል ገንጁ እርጉዅ ።
39	tigre	ሙጅተመዕ ፋዜዕ ወኣምር ዶል ለሀሌ እግልነ እት ዐማር ወዐቦት ዝያድ ወአድመዕነ ለልብል ረአይ ብዬ ።
40	geez	ወቀበርዎ ይስሐቅ ወይስማኤል ውሉዱ ውስተ በአተ ካዕበት ዘገራህተ ኤፌሮን ዘሳአር ኬጥያዊ ዘአንጻረ ምንባሬ ፤
41	blin	ኒቛለድ እና ንኪ ብሊን ጋበው ከው በላ ይስትረሪ ድገትል ብርፍ የው ኣኽንነዲን ናኣካን አልብዲሰና ኣኩ ግን ብሊን ያዅ ስጝሲ ናው ሻኽኖ ህምበናዅ የኵ ።
42	amharic	በዚህ አከባቢ ተፈፀመ የተባለዉን ጥቃት ያረጋገጡት የቤጊ ከተማ የፀጥታ ጉዳዮች ሃላፊ አቶ ሃሩን በቀለ ናቸዉ ።
43	geez	ወዝንቱ ውእቱ መክፈልቶሙ ለደቂቀ ጋድ በበ ነገዶሙ ፤ ወሜጡ ዘባኖሙ ቅድመ ፀሮሙ እስመ በበ ነገዶሙ ኮነ አህጉሪሆሙኒ ወደብረ አህጉሪሆሙኒ ።
44	tigre	እግል ልዝመቶ ሐር ታርፋም ለዐለው ክልኦት እናስ ኢአደገው ።
45	amharic	ትግሉ ወደ ህዝቡ እጅ ገብቷል እና
46	tigrinya	ሓንቲ ክንፊ ጥራይ እያ ድማ ሰብ ዝቕመጠላ ።
