1	tigre	ሙናድል እንዴ ትሸነቀ እግል ሊሙት ዝንብ እንዴ ገብአ ለትሰመዐዩ ደሚረ ፡ ለሓለፈተ ጅርበት እንዴ ፈቅደት እግል ተአትአምኑ ጀረበት ።
2	tigre	እብ ሸፋግ መጀርሒን ወመምተለካት ነአግዕዝ እት ህሌነ ፡ ምሴት ሐቴ እብ ሰበብ ጠቢዐት መደረት ዐባይ ጀሬት እትነ ።
3	amharic	ኦሮሞ ያልሆነ ሲታረድና ንብረቱ ሲቃጠል ለገዳይ ስትጮሁ አይተናል ።
4	tigre	እሊ ህዬ እግለ ምን ምትር አስክ ዎሮት ማይል ለልጃገረ አንሳት እት ገብእ ለቃኑን ለጽበጥ እንዴ አንቀሰየ እግል ልትጃገር ለልሐዝየ ህዬ ቀደምለ ጅግረ እብ ስስ ወርሕ እግል ልግበእ ቡ ትበሀለ ።
5	tigre	ላኪን ሸንሀቼ ወምራጄ ህዬ እሊ ለእሉ አሰአልኮክም ቱ ።
6	geez	ንበውእ እንከሰ ውስተ አብያቲሁ ፤ ወንሰግድ ውስተ መካን ኀበ ቆመ እግረ እግዚእነ ።
7	tigrinya	ሓንቲ ንስሪ ደቃ መታን ምንፋር ክላመዱላ ፡ ካብቲ ምዉቕ ሰፈሮም ነውኒዋ ተጽድፎም ።
8	amharic	ከምሳሌ ምንኛ ግሩም ትምህርት እናገኛለን
9	tigrinya	በንጻሩ ህዝቢ ዝነብረላ ንእሽቶ ደሴታዊት ሃገረ ኬፕ ቨርደ ንኻልኣይ ተኸታታሊ ግዜኣ ኣብዚ ውድድር ተሳቲፋ ።
10	tigre	አሰይድ አብርሄ እት ደንጎበ ፡ ስካን ዲብ ሰርገለ መሽሮዕ ለአርአወ መሻረከት ወሰዳይት እንዴ ሐመደ ፡ መትነፈዕ ራትዕ እግል ለሀሌ ትፋነ ።
11	amharic	የፌዴራል ጥምር ኮሚቴው በነበረበት የቀጠለ ሲሆን ግንኙነቱ ከህውሓት የአዲስ አበባ ዞን ጋር ብቻ ነበር ።
12	amharic	ሰዎች ህጻናት በተለይ ደግሞ ፊታቸውን በቀን ሁለት ጊዜ መታጠብ እንዳለባቸው ማስተማር ከዚህ ጎን ለጎን ደግሞ ዝም ብሎ በደረቁ ፊታችሁን ታጠቡ ብቻ ሳይሆን ውሃ ለማቅረብም እንሞክራለን ።
13	amharic	የአዉሮጳ ኅብረት የአባል ሃገራት የሀገር ዉስጥ ጉዳይ ሚኒስትሮች ስደተኞችን በየሀገራቱ በእኩል ደረጃ ለመከፋፈል የጀመሩት ዉይይት እጅግም አዎንታዊ ዉጤት አላስገኘም ።
