1	geez	ወኵሎ እኪቶሙ ለሰብአ ሲቂማ ፈደዮሙ እግዚአብሔር ላዕለ ርእሶሙ ወበጽሖሙ መርገመ ኢዮአታም ወልደ ሮቦዓም ።
2	blin	ህምቡ ፡ ጉራብድ ጅሙዅ አደኵለ እማ ገንጀኵን ፤ ምህሮትል ፈርያ ኣደጋኽር ኣኸውድ ፣ ይማስዲ ትምዮ ኣካንሺባ ጡን ዩ እርገኵን ።
3	amharic	ይሄ ለውጥ ከመምጣቱ በፊት እኛ አሜሪካ ሲያትል ላይ ከሀገር ውስጥም ውጪ ያለን የፖለቲካ ሃይሎች ተሰባስበን ነው ጉዳዩን በዋና አጀንዳነት ያስቀመጥነው ።
4	tigre	እምበል እሊመ ለሰለስ ሪጎሌ ለሰሕተው መተልህየት ፈሪቅ እንግሊዝ ላቶም ራሽፎርድ ፡ ሳንቾ ወሳካ ምን መአይደትለ ፈሪቅ ዕየር እብ አስል ሳድፎም ሀለ ።
5	geez	ወይእዜሰ አዕረፎሙ እግዚአብሔር አምላክክሙ ለአኀዊክሙ በከመ ይቤሎሙ ወይእዜኒ ተመየጡ ወእትዉ ውስተ አብያቲክሙ ወውስተ ደወልክሙ ብሔረ ዘወሀበክሙ ሙሴ ገብረ እግዚአብሔር በማዕዶተ ዮርዳንስ ።
6	tigre	ዕዳገ ሐሙስ ፡ እት ደቂቀት መሐመድ ኑር ኣሕመድ እብ ክልኦት ቤጪ ፡ ወእት ደቂቅ ኤፍሬም የማኔ እብ ከርት ቀዬሕ ከስረዮም ።
7	geez	ወወሀበኒ እግዚአብሔር ክልኤ ጽላተ ዘእብን ዘተጽሕፋ በአጽባዕቱ ለእግዚአብሔር ወተጽሕፈ በውእቶን ኵሉ ቃል ዘነገረነ እግዚአብሔር በውስተ ደብር አመ ተጋባእክሙ ።
8	tigre	ወእብለ ገበይ እለ ሐሺል እብ ለ ባበቱ እግል ከራይ እጋለ አትሀየበየ ።
9	tigre	ኖሪት አስክ አቡሀ ለአቀብል ዲብለ መገሰዩ ቤት እንዴ ገአትተ ተሓፍዝ ወድሩሰ ታቤዕ ለዐለት ።
10	geez	ወአመ አብአከ እግዚአብሔር አምላክከ ውስተ ምድር እንተ መሐለ እግዚአብሔር ለአበዊከ ለአብርሃም ወለይስሐቅ ወለያዕቆብ ከመ የሀብከ አህጉረ ዐበይተ ወሠናይተ ዘኢነደቀ ፤
11	tigre	ለመስኩበተ ላኪን ፡ ሰር-ሰሮ ድኢኮን ፡ ካምለት ይዐለት ።
12	geez	ወትቤሎ ዴቦራ አሐውር ምስሌከ ወባሕቱ አእምር ከመ ኢኮነ ከመ ዘቀዲሙ ቃልከ በፍኖት እንተ አንተ ሖርከ እስመ ውስተ እደ ብእሲት ያገብኦ እግዚአብሔር ለሲሳራ ወተንሥአት ዴቦራ ወሖረት ምስለ ባረቅ እምነ ቃዴስ ።
13	blin	ጀዊራ እሰ ደምቢ ደአም እዃርስኒ ግርጋ አልብርሰላኽር በሓርሰላኽር ።
14	blin	ውረድ እን ግርዋ ሓጥር መራብሲ ብዶ ወኪል ትዋዅ ኒከውዲ ኮድጘዅ ኣከን ፡ እን ወካ ናኸ ልጝንሊ ብረስ ክሲሶ ኒርሕዲ እግሮ ፈርጊድ ሻዅ ግን ።
15	tigre	አምሳላት እንግሊዝ ወተርጀመቱ በዐል አመል አመሉ ኢለሐድግ ወደብር አካኑ ።
16	amharic	ባለፉት ሰባት አመት ከመንፈቅ ዘጠኝ መቶ ቢሊዮን ዶላር ወጥቷል ።
17	tigre	እምቤዕኪ ዲብ ከብድኪ ደየ ።
18	tigrinya	መሃይምነት ምጥፋእ ማለት - ፊደላትን ኣሃዛትን ምቑጻር ፣ ምምሃር ድማ ደረጃታት ትምህርቲ ምሕኳር ጥራይ ኣኻሊ ኣይመስለንን ።
19	amharic	ከምሳሌ ምንኛ ግሩም ትምህርት እናገኛለን
20	geez	እምነ በድው ዘመንገለ ገጸ ግብጽ እስከ ደወሎሙ ለአቃሮን ዘመንገለ ፀጋሞሙ ለአሞሬዎን ዘይትኌለቍ ለኀምስቱ በሓውርተ ፊልስጢእም ለጋዛ ወለአዛጦን ወለአስቀሎን ወለጌቴዎን ወለአቃሮን ወለኤዌዎን ።
21	blin	ጃና ንር እዅረስ ገመና አዶሰና ሆው ይሮ ድድቲ ።
22	amharic	የዚህ ዓለም ፍቅር ሰኞ አዲስ ፣ ማክሰኞ ልብስ ፣ ረቡዕ ብጥስጥስ የሚሏት አባባል ነበረች ።
23	tigre	ምን ኮማንዶ መሪነ ናቫል በይዝ ዲብ ገጽ ልተላሌ እብራሂም ሳልም አዜ እተ ለሐልፈት ጥብዐት ኤረትርየ ሐዳስ ።
24	amharic	ጃራ ፈጠነ በበኩላቸው የተከበሩ ጠቅላይ ምኒስትር የማኅበራዊ ድረ ገፆች አጠቃቀምን የሚገዛ መመሪያ ይዘጋጅ ዘንድ ያስቡበት ።
25	blin	ዳበርነድ ሻመድ እንተራ ክራ ነቀሶ ህንበኵ ።
26	geez	ወዘአግበረ እምኔሁ ከመ ያጼንዎ ለይማስን እምውስተ ሕዝቡ ።
27	amharic	ኢል- ከ ዎቹ ጀምሮ የሩሲያ እና የሶቪዬት ጦር ኃይል ዋና አካል ሆኖ ባለፈው ወር በሩሲያ ውስጥ በከባድ አደጋ ታይቷል ።
28	amharic	አመራሩን የመወንጀል መነሻ ሃሳብ አላቸውና ሚዛናዊ ሊሆኑ አልቻሉም ።
29	geez	ወአውፅአኒ ውስተ መርሕብ ወአድኀነኒ እስመ ሠምረ ብየ ።
